Regulator:Name	Regulator:Reaxys ID	Regulator:Class	Regulator:CAS ID	Regulator:InChIKey	Top list entity	Name	Sentence	PubYear	Title	PMID	DOI	Top list concept	Regulators Id	Targets Id	Target:Name	Target:Reaxys ID	Target:Class	Target:CAS ID	Target:InChIKey
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> genotoxicity	Additionally, results obtained from previous studies have proven that ID{1247967=melatonin} protects against ID{9000000,9000120=genotoxicity} induced by ID{1213601=diazinon} in ID{10000000,10015850=peripheral blood lymphocytes}. CONTEXT{10015850}	2018	Melatonin Loading Chitosan-Tripolyphosphate Nanoparticles: Application in Attenuating Etoposide-Induced Genotoxicity in HepG2 Cells	23821592	10.1159/000489667	genotoxicity	72057594037977102	72057594038164802	genotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> genotoxicity	Our results indicated that ID{1094123=Selenium} treatment mitigated the ID{9000000,9000120=genotoxicity} induced by ID{1213601=Diazinon} in ID{10000000,7000383,10000091=rat lymphocytes}. CONTEXT{7000383,10000091}	2013	Potential chemoprotective effects of selenium on diazinon-induced DNA damage in rat peripheral blood lymphocyte	23821592	10.1177/0960327112468179	genotoxicity	72057594037977102	72057594038164802	genotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> genotoxicity	These results suggest that ID{1094123=Selenium} has a protective effect on ID{1213601=Diazinon}-induced ID{9000000,9000120=genotoxicity}. CONTEXT{6800017,7000383,10000091}	2013	Potential chemoprotective effects of selenium on diazinon-induced DNA damage in rat peripheral blood lymphocyte	21036580	10.1177/0960327112468179	genotoxicity	72057594037977102	72057594038164802	genotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> genotoxicity	This study showed that ID{1208300=vitamin E}, ID{1220240=safranal} and ID{1254572=crocin} ID{43=(without effects on cholinesterase)} reduced ID{1213601=diazinon} ID{9000000,9005620=hematological toxicity}, but they did not prevent the ID{9000000,9000120=genotoxicity} induced by ID{1213601=diazinon}. CONTEXT{10000212}	2011	The effect of crocin and safranal, constituents of saffron, against subacute effect of diazinon on hematological and genotoxicity indices in rats.	28938193	10.1016/j.phymed.2010.10.00110.1016/j.phymed.2010.10.001	genotoxicity	72057594037977102	72057594038164802	genotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> genotoxicity	Protective effect of ID{1222535=thymoquinone} against ID{1213601=diazinon}-induced ID{9000000,9000120,9005589,9005620=hematotoxicity, genotoxicity and immunotoxicity} in ID{7000383=rats}.	2017	Protective effect of thymoquinone against diazinon-induced hematotoxicity, genotoxicity and immunotoxicity in rats.	30151305	10.1016/j.etap.2017.09.00210.1016/j.etap.2017.09.002	genotoxicity	72057594037977102	72057594038164802	genotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> genotoxicity	However, they do not prevent the ID{9000000,9000120=genotoxicity} induced by ID{1213601=diazinon}. CONTEXT{10000134}	2018	Effect of Crocus sativus L. stigma (saffron) against subacute effect of diazinon: histopathological, hematological, biochemical and genotoxicity evaluations in rats.	23821592	10.3831/KPI.2018.21.00710.3831/KPI.2018.21.007	genotoxicity	72057594037977102	72057594038164802	genotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> genotoxicity	The purpose of this study was to investigate the protective effects of ID{1094123=selenium} against ID{9000000,9000120=genotoxicity} induced by ID{1213601=diazinon} in ID{10000000,7000383,10015850=rat peripheral blood lymphocytes} by micronucleus test. CONTEXT{7000383,10015850}	2013	Potential chemoprotective effects of selenium on diazinon-induced DNA damage in rat peripheral blood lymphocyte.	23821592	10.1177/096032711246817910.1177/0960327112468179	genotoxicity	72057594037977102	72057594038164802	genotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> genotoxicity	Incubation of ID{10000000,10000091=lymphocytes} with ID{1213601=diazinon} induced additional ID{9000000,9000120=genotoxicity} and is shown by increase in MNs frequency in ID{10000000,7000363,10000091=human lymphocytes}. CONTEXT{10000091,7000363,10000091}	2013	Potential chemoprotective effects of selenium on diazinon-induced DNA damage in rat peripheral blood lymphocyte.	23843223	10.1177/096032711246817910.1177/0960327112468179	genotoxicity	72057594037977102	72057594038164802	genotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> genotoxicity	The chemoprotective effects of ID{1232057=L-carnitine} against ID{9000000,9000120=genotoxicity} induced by ID{1213601=diazinon} in ID{10000000,6800017,7000383,10000091=rat blood lymphocyte}. CONTEXT{6800017,7000383,10000091}	2015	The chemoprotective effects of L-carnitine against genotoxicity induced by diazinon in rat blood lymphocyte.	23843223	10.1177/074823371349181110.1177/0748233713491811	genotoxicity	72057594037977102	72057594038164802	genotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> genotoxicity	Incubation of ID{10000000,10000091=lymphocytes} with ID{1213601=diazinon} induced additional ID{9000000,9000120=genotoxicity} and was shown by increase in MNs frequency in ID{10000000,7000383,10000091=rat lymphocytes}. CONTEXT{10000091,7000383,10000091}	2015	The chemoprotective effects of L-carnitine against genotoxicity induced by diazinon in rat blood lymphocyte.	24097357	10.1177/074823371349181110.1177/0748233713491811	genotoxicity	72057594037977102	72057594038164802	genotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> genotoxicity	The potential chemoprotective effects of ID{1247967=melatonin} against ID{9000000,9000120=genotoxicity} induced by ID{1213601=diazinon} in ID{10000000,6800017,10000091=human peripheral blood lymphocytes}. CONTEXT{6800017,10000091}	2016	The potential chemoprotective effects of melatonin against genotoxicity induced by diazinon in human peripheral blood lymphocytes.	24097357	10.1177/074823371350082410.1177/0748233713500824	genotoxicity	72057594037977102	72057594038164802	genotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> genotoxicity	The incubation of ID{10000000,10000091=lymphocytes} with ID{1213601=diazinon} induces additional ID{9000000,9000120=genotoxicity}. CONTEXT{10000091}	2016	The potential chemoprotective effects of melatonin against genotoxicity induced by diazinon in human peripheral blood lymphocytes.	29092670	10.1177/074823371350082410.1177/0748233713500824	genotoxicity	72057594037977102	72057594038164802	genotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> genotoxicity	Protective effects of ID{1221278=chrysin} on sub-acute ID{1213601=diazinon}-induced biochemical, hematological, histopathological alterations, and ID{9000000,9000120=genotoxicity} indices in male BALB/c mice.	2017	Protective effects of chrysin on sub-acute diazinon-induced biochemical, hematological, histopathological alterations, and genotoxicity indices in male BALB/c mice.	29092670	10.1080/01480545.2017.138483410.1080/01480545.2017.1384834	genotoxicity	72057594037977102	72057594038164802	genotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> genotoxicity	These results suggest that ID{1221278=Chrysin} not only restores ID{10000000,8803113,8803116=renal and hepatic} markers, and histopathological alterations but also improves hematological and ID{9000000,9000120=genotoxicity} indices induced by ID{1213601=diazinon} in mice. CONTEXT{8803113,8803116}	2017	Protective effects of chrysin on sub-acute diazinon-induced biochemical, hematological, histopathological alterations, and genotoxicity indices in male BALB/c mice.		10.1080/01480545.2017.138483410.1080/01480545.2017.1384834	genotoxicity	72057594037977102	72057594038164802	genotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> embryotoxicity	The present study was performed to determine whether- and the extent to which- factors such as degree of development at initiation of exposure and duration of exposure affect ID{1213601=diazinon}-induced ID{9000000,9018218=embryotoxicity} in a well established fish model.	2000	The role of development and duration of exposure to the embryotoxicity of diazinon		10.1016/S0166-445X(99)00065-X	embryotoxicity	72057594037977102	72057594038173097	embryotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> hepatotoxicity	The aim of this study was to investigate ID{1213601=diazinon}-induced ID{9000000,9017667=hepatotoxicity}, which caused biochemical and ultrastructural changes and protective effect of ID{1208300=vitamin E} in ID{7000383=rats}. CONTEXT{7000363,8803116}	2005	Diazinon-induced hepatotoxicity and protective effect of vitamin E on some biochemical indices and ultrastructural changes	15925023	10.1016/j.tox.2005.03.007	hepatotoxicity	72057594037977102	72057594038169504	hepatotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> hepatotoxicity	Kalender, S., Ogutcu, A., Uzunhisarcikli, M., Açikgoz, F., Durak, D., Ulusoy, Y. and Kalender, Y., ID{1213601=Diazinon}-induced ID{9000000,9017667=hepatotoxicity} and protective effect of ID{1208300=vitamin E} on some biochemical indices and ultrastructural changes.	2011	Biochemical and morphological perturbations in rat erythrocytes exposed to ethion: Protective effect of vitamin E	21366965	10.1170/T904	hepatotoxicity	72057594037977102	72057594038169504	hepatotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> hepatotoxicity	ID{1213601=Diazinon}-induced ID{9000000,9017667=hepatotoxicity} and protective effect of ID{1208300=vitamin E} on some biochemical indices and ultrastructural changes.	2014	Potential pharmacological strategies for the improved treatment of organophosphate-induced neurotoxicity	25348489	10.1139/cjpp-2014-0113	hepatotoxicity	72057594037977102	72057594038169504	hepatotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> hepatotoxicity	ID{1213601=Diazinon}-induced ID{9000000,9017667=hepatotoxicity} and protective effect of ID{1208300=vitamin E} on some biochemical indices and ultrastructural changes.	2005	Diazinon-induced hepatotoxicity and protective effect of vitamin E on some biochemical indices and ultrastructural changes.	15925023	10.1016/j.tox.2005.03.007	hepatotoxicity	72057594037977102	72057594038169504	hepatotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> hepatotoxicity	Finally, the present study indicated that the extracts of tea and olive leaves and their combination can be considered as promising therapeutic agents against ID{9000000,9003571,9017622,9017667,9601235=hepatotoxicity, cardiotoxicity, nephrotoxicity, and metabolic disorders} induced by ID{1213601=diazinon} and maybe by other toxicants and pathogenic factors.	2013	Effect of tea (Camellia sinensis) and olive (Olea europaea L.) leaves extracts on male mice exposed to diazinon.	23691503	10.1155/2013/46141510.1155/2013/461415	hepatotoxicity	72057594037977102	72057594038169504	hepatotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> hepatotoxicity	Our results suggested that ID{1213601=diazinon} may induce ID{9000000,9017667=hepatotoxicity} through ID{4000000,4000007,4003443,7000383,8803116,9003571=oxidative stress, apoptosis, and metabolic disorders in rat liver}. CONTEXT{8803116}	2014	Alteration of protein profile in rat liver of animals exposed to subacute diazinon: a proteomic approach.	24478057	10.1002/elps.20130047510.1002/elps.201300475	hepatotoxicity	72057594037977102	72057594038169504	hepatotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> hepatotoxicity	The objective of this study was to explore the protective effects of ID{1222535=Thymoquinone} on ID{1213601=diazinon} -induced ID{9000000,9017667=liver toxicity} in the ID{7000389=mouse} model.	2018	Thymoquinone attenuates hepatotoxicity and oxidative damage caused by diazinon: an in vivo study.	30607148	10.4103/1735-5362.24596210.4103/1735-5362.245962	hepatotoxicity	72057594037977102	72057594038169504	hepatotoxicity				
diazinon	273790		30583-38-1;27936-40-9;333-41-5;65863-03-8	FHIVAFMUCKRCQO-UHFFFAOYSA-N	organophosphorus pesticide	positive Regulation: diazinon --+> hepatotoxicity	ID{1199523=Quercetin} exhibited hepatoprotective activity against ID{1194232=2-butoxyethanol}, ID{1003457=acrylamide}, ID{1160344=acrylonitrile}, ID{1268534=aflatoxin B1}, ID{1285047=aroclor-1254}, ID{1088123=arsenic}, ID{1094734=sodium arsenite}, ID{1218289=azathioprine}, ID{1095389=cadmium chloride}, ID{1170010=carbon tetrachloride}, ID{1028212=chlorpyrifos}, ID{1205121=cyclosporine A}, ID{1213601=diazinon}, ID{1222523=dimethylnitrosamine}, ID{1165355=doxorubicin}, ID{1225460=epirubicin}, ID{1225745=ethanol}, ID{1202306=fenvalerate}, ID{1123344=isoniazide}, ID{1108110=rifampicin}, ID{1121666=lead acetate}, ID{1207856=lindane}, ID{1090101=D-galactosamine}, ID{1209078=methotrexate}, ID{1247571=methylmercury}, ID{1094867=nickel sulfate}, ID{1139566=paracetamol}, ID{1213901=perfluorooctanoic acid}, ID{1274155=polychlorinated biphenyls}, pyrrolizidine alkaloid clivorine, ID{1025456=rotenone}, ID{1092089=sodium fluoride}, streptazotocin, ID{1260300=tert-butyl hydroperoxide}, ID{1221633=thioacetamide}, ID{1222090=titanium dioxide}, ID{7124=tumor necrosis factor-a}, tripterygium ID{1810456=glycoside}, ID{1273316=triptolide}, ID{13000956=ultraviolet A light}, concavalin A, ID{1009234=bisphenol}, and ID{9000000,9016110=ischemia}-induced ID{9000000,9017667=hepatotoxicity} in various animal models due to its antioxidant, ID{4000000,4160201=free radical-scavenging},anti-inflammatory, antiID{4000000,4000007=apoptotic}, and ID{0,1571,1571=cytochrome P450 2E1 (CYP2E1)} inhibitory activities.	2019	A systematic review on hepatoprotective activity of quercetin against various drugs and toxic agents: Evidence from preclinical studies.	31617262	10.1002/ptr.650310.1002/ptr.6503	hepatotoxicity	72057594037977102	72057594038169504	hepatotoxicity				
